sentence,sentence #,word,POS,tag
sentence273,,during,IN,O
sentence273,,the,DT,O
sentence273,,period,NN,O
sentence273,,of,IN,O
sentence273,,use,NN,O
sentence273,,LESSEE,NNP,O
sentence273,,shall,MD,O
sentence273,,be,VB,O
sentence273,,held,VBN,O
sentence273,,responsible,JJ,O
sentence273,,for,IN,O
sentence273,,compensation,NN,O
sentence273,,and,CC,O
sentence273,,other,JJ,O
sentence273,,charges,NNS,O
sentence273,,as,IN,O
sentence273,,the,DT,O
sentence273,,case,NN,O
sentence273,,may,MD,O
sentence273,,be,VB,O
sentence273,,and,CC,O
sentence273,,such,JJ,O
sentence273,,charges,NNS,O
sentence273,,may,MD,O
sentence273,,be,VB,O
sentence273,,adjusted,VBN,O
sentence273,,from,IN,O
sentence273,,the,DT,O
sentence273,,security,NN,O
sentence273,,deposit,NN,O
sentence273,,amount,NN,O
sentence273,,when,WRB,O
sentence273,,the,DT,O
sentence273,,same,JJ,O
sentence273,,is,VBZ,O
sentence273,,refunded,VBN,O
sentence273,,upon,IN,O
sentence273,,completion,NN,O
sentence273,,of,IN,O
sentence273,,the,DT,O
sentence273,,licensing,NN,O
sentence273,,agreement,NN,O
sentence273,,tenure,NN,O
sentence273,,Vacation,NNP,O
sentence273,,of,IN,O
sentence273,,flat,JJ,O
sentence274,sentence274,The,DT,O
sentence274,,LESSEE,NNP,O
sentence274,,shall,MD,O
sentence274,,handle,VB,O
sentence274,,the,DT,O
sentence274,,fittings,NNS,O
sentence274,,and,CC,O
sentence274,,fixtures,NNS,O
sentence274,,in,IN,O
sentence274,,the,DT,O
sentence274,,Demised,JJ,O
sentence274,,premises,NNS,O
sentence274,,and,CC,O
sentence274,,maintain,VBP,O
sentence274,,the,DT,O
sentence274,,same,JJ,O
sentence274,,properly,RB,O
sentence275,sentence275,The,DT,O
sentence275,,LESSEE,NNP,O
sentence275,,agrees,VBZ,O
sentence275,,to,TO,O
sentence275,,pay,VB,O
sentence275,,the,DT,O
sentence275,,monthly,JJ,O
sentence275,,General,NNP,O
sentence275,,Maintenance,NNP,O
sentence275,,charges,VBZ,O
sentence275,,Rs,NNP,O
sentence275,,1500,CD,O
sentence275,,month,NN,O
sentence275,,directly,RB,O
sentence275,,to,TO,O
sentence275,,The,DT,O
sentence275,,Flat,NNP,O
sentence275,,Owner,NNP,O
sentence275,,Mr,NNP,O
sentence275,,Kamal,NNP,O
sentence275,,The,DT,O
sentence275,,LESSEE,NNP,O
sentence275,,pay,NN,O
sentence275,,in,IN,O
sentence275,,proportion,NN,O
sentence275,,to,TO,O
sentence275,,the,DT,O
sentence275,,charges,NNS,O
sentence275,,and,CC,O
sentence275,,expenses,NNS,O
sentence275,,incurred,VBN,O
sentence275,,for,IN,O
sentence275,,the,DT,O
sentence275,,maintenance,NN,O
sentence275,,of,IN,O
sentence275,,the,DT,O
sentence275,,premises,NNS,O
sentence275,,such,JJ,O
sentence275,,as,IN,O
sentence275,,maintenance,NN,O
sentence275,,of,IN,O
sentence275,,common,JJ,O
sentence275,,area,NN,O
sentence275,,electricity,NN,O
sentence275,,charges,NNS,O
sentence275,,relating,VBG,O
sentence275,,to,TO,O
sentence275,,common,JJ,O
sentence275,,area,NN,O
sentence275,,and,CC,O
sentence275,,salaries,NNS,O
sentence275,,paid,VBN,O
sentence275,,to,TO,O
sentence275,,the,DT,O
sentence275,,servants,NNS,O
sentence275,,for,IN,O
sentence275,,the,DT,O
sentence275,,maintenance,NN,O
sentence275,,of,IN,O
sentence275,,the,DT,O
sentence275,,Building,NNP,O
sentence276,sentence276,The,DT,O
sentence276,,LESSOR,NNP,O
sentence276,,shall,MD,O
sentence276,,pay,VB,O
sentence276,,all,DT,O
sentence276,,taxes,NNS,O
sentence276,,and,CC,O
sentence276,,Levies,NNS,O
sentence276,,due,JJ,O
sentence276,,to,TO,O
sentence276,,Municipal,NNP,O
sentence276,,Corporation,NNP,O
sentence277,sentence277,That,IN,O
sentence277,,the,DT,O
sentence277,,LESSEE,NNP,O
sentence277,,shall,MD,O
sentence277,,not,RB,O
sentence277,,create,VB,O
sentence277,,any,DT,O
sentence277,,untoward,JJ,O
sentence277,,disturbance,NN,O
sentence277,,or,CC,O
sentence277,,nuisance,NN,O
sentence277,,and,CC,O
sentence277,,shall,MD,O
sentence277,,not,RB,O
sentence277,,allow,VB,O
sentence277,,any,DT,O
sentence277,,anti,JJ,O
sentence277,,social,JJ,O
sentence277,,person,NN,O
sentence277,,in,IN,O
sentence277,,the,DT,O
sentence277,,SAID,NNP,O
sentence277,,PREMISES,NNP,O
sentence278,sentence278,That,IN,O
sentence278,,the,DT,O
sentence278,,LESSEE,NNP,O
sentence278,,shall,MD,O
sentence278,,not,RB,O
sentence278,,keep,VB,O
sentence278,,or,CC,O
sentence278,,store,VB,O
sentence278,,any,DT,O
sentence278,,illegal,JJ,O
sentence278,,inflammable,JJ,O
sentence278,,article,NN,O
sentence278,,or,CC,O
sentence278,,explosives,VBZ,O
sentence278,,that,IN,O
sentence278,,endanger,JJR,O
sentence278,,life,NN,O
sentence278,,and,CC,O
sentence278,,property,NN,O
sentence279,sentence279,Either,CC,O
sentence279,,The,DT,O
sentence279,,LESSOR,NNP,O
sentence279,,or,CC,O
sentence279,,the,DT,O
sentence279,,LESSEE,NNP,O
sentence279,,may,MD,O
sentence279,,terminate,VB,O
sentence279,,the,DT,O
sentence279,,Lease,NNP,O
sentence279,,agreement,NN,O
sentence279,,by,IN,O
sentence279,,giving,VBG,O
sentence279,,written,VBN,O
sentence279,,notice,JJ,O
sentence279,,2,CD,O
sentence279,,Two,CD,O
sentence279,,months,NNS,O
sentence279,,in,IN,O
sentence279,,advance,NN,O
sentence279,,However,RB,O
sentence279,,the,DT,O
sentence279,,LESSEE,NNP,O
sentence279,,is,VBZ,O
sentence279,,free,JJ,O
sentence279,,to,TO,O
sentence279,,terminate,VB,O
sentence279,,the,DT,O
sentence279,,licensing,NN,O
sentence279,,agreement,NN,O
sentence279,,with,IN,O
sentence279,,a,DT,O
sentence279,,shorter,JJ,O
sentence279,,notice,NN,O
sentence279,,period,NN,O
sentence279,,in,IN,O
sentence279,,which,WDT,O
sentence279,,case,NN,O
sentence279,,the,DT,O
sentence279,,monthly,JJ,O
sentence279,,rental,NN,O
sentence279,,for,IN,O
sentence279,,the,DT,O
sentence279,,premises,NNS,O
sentence279,,fixtures,VBZ,O
sentence279,,only,RB,O
sentence279,,for,IN,O
sentence279,,the,DT,O
sentence279,,period,NN,O
sentence279,,of,IN,O
sentence279,,two,CD,O
sentence279,,months,NNS,O
sentence279,,shall,MD,O
sentence279,,be,VB,O
sentence279,,paid,VBN,O
sentence279,,as,IN,O
sentence279,,compensation,NN,O
sentence279,,to,TO,O
sentence279,,the,DT,O
sentence279,,LESSOR,NNP,O
sentence280,sentence280,That,IN,O
sentence280,,no,DT,O
sentence280,,interest,NN,O
sentence280,,shall,MD,O
sentence280,,be,VB,O
sentence280,,payable,JJ,O
sentence280,,on,IN,O
sentence280,,the,DT,O
sentence280,,deposit,NN,O
sentence280,,amount,NN,O
sentence280,,which,WDT,O
sentence280,,would,MD,O
sentence280,,be,VB,O
sentence280,,refunded,VBN,O
sentence280,,by,IN,O
sentence280,,the,DT,O
sentence280,,LESSOR,NNP,O
sentence280,,after,IN,O
sentence280,,deducting,VBG,O
sentence280,,the,DT,O
sentence280,,arrears,NNS,O
sentence280,,in,IN,O
sentence280,,rent,NN,O
sentence280,,and,CC,O
sentence280,,damages,NNS,O
sentence280,,if,IN,O
sentence280,,any,DT,O
sentence280,,at,IN,O
sentence280,,the,DT,O
sentence280,,time,NN,O
sentence280,,of,IN,O
sentence280,,LESSEE,NNP,O
sentence280,,vacating,VBG,O
sentence280,,and,CC,O
sentence280,,handing,VBG,O
sentence280,,over,IN,O
sentence280,,the,DT,O
sentence280,,vacant,JJ,O
sentence280,,and,CC,O
sentence280,,peaceful,JJ,O
sentence280,,possession,NN,O
sentence280,,of,IN,O
sentence280,,the,DT,O
sentence280,,demise,NN,O
sentence280,,premises,VBZ,O
sentence280,,to,TO,O
sentence280,,LESSOR,VB,O
sentence281,sentence281,That,IN,O
sentence281,,the,DT,O
sentence281,,said,VBD,O
sentence281,,lease,JJ,O
sentence281,,shall,MD,O
sentence281,,stand,VB,O
sentence281,,automatically,RB,O
sentence281,,terminated,VBN,O
sentence281,,in,IN,O
sentence281,,case,NN,O
sentence281,,the,DT,O
sentence281,,LESSEE,NNP,O
sentence281,,fails,VBZ,O
sentence281,,to,TO,O
sentence281,,comply,VB,O
sentence281,,with,IN,O
sentence281,,any,DT,O
sentence281,,of,IN,O
sentence281,,the,DT,O
sentence281,,stipulated,JJ,O
sentence281,,terms,NNS,O
sentence281,,and,CC,O
sentence281,,conditions,NNS,O
sentence281,,of,IN,O
sentence281,,this,DT,O
sentence281,,agreement,NN,O
sentence282,sentence282,On,IN,O
sentence282,,the,DT,O
sentence282,,Expiry,NNP,O
sentence282,,of,IN,O
sentence282,,the,DT,O
sentence282,,Lease,NNP,O
sentence282,,Period,NNP,O
sentence282,,of,IN,O
sentence282,,12,CD,O
sentence282,,months,NNS,O
sentence282,,this,DT,O
sentence282,,Lease,NNP,O
sentence282,,Agreement,NNP,O
sentence282,,can,MD,O
sentence282,,be,VB,O
sentence282,,renewed,VBN,O
sentence282,,on,IN,O
sentence282,,the,DT,O
sentence282,,5,CD,O
sentence282,,increase,NN,O
sentence282,,of,IN,O
sentence282,,rent,NN,O
sentence282,,per,IN,O
sentence282,,annum,NN,O
sentence282,,after,IN,O
sentence282,,expiry,NN,O
sentence282,,of,IN,O
sentence282,,the,DT,O
sentence282,,agreement,NN,O
sentence282,,and,CC,O
sentence282,,conditions,NNS,O
sentence282,,for,IN,O
sentence282,,a,DT,O
sentence282,,further,JJ,O
sentence282,,period,NN,O
sentence282,,of,IN,O
sentence282,,12,CD,O
sentence282,,24,CD,O
sentence282,,months,NNS,O
sentence282,,upon,IN,O
sentence282,,execution,NN,O
sentence282,,of,IN,O
sentence282,,a,DT,O
sentence282,,fresh,JJ,O
sentence282,,lease,NN,O
sentence282,,agreement,NN,O
sentence283,sentence283,SCHEDULE,NNP,O
sentence284,sentence284,ALL,NNP,O
sentence284,,THAT,NNP,O
sentence284,,PIECE,NNP,O
sentence284,,AND,NNP,O
sentence284,,PARCEL,NNP,O
sentence284,,OF,NNP,O
sentence284,,FLAT,NNP,O
sentence284,,BEING,NNP,O
sentence284,,NO,NNP,O
sentence284,,97,CD,O
sentence284,,Kanda,NNP,O
sentence284,,Swamy,NNP,O
sentence284,,Koil,NNP,O
sentence284,,Street,NNP,O
sentence284,,Kosapet,NNP,O
sentence284,,Chennai,NNP,O
sentence284,,600012,CD,O
sentence285,sentence285,IN,NNP,O
sentence285,,WITNESS,NNP,O
sentence285,,WHEREOF,NNP,O
sentence285,,this,DT,O
sentence285,,agreement,NN,O
sentence285,,upon,IN,O
sentence285,,above,IN,O
sentence285,,mentioned,VBN,O
sentence285,,terms,NNS,O
sentence285,,and,CC,O
sentence285,,conditions,NNS,O
sentence285,,both,VBP,O
sentence285,,the,DT,O
sentence286,sentence286,LESSOR,NNP,O
sentence286,,and,CC,O
sentence286,,LESSEE,NNP,O
sentence286,,hereby,NN,O
sentence286,,are,VBP,O
sentence286,,subscribing,VBG,O
sentence286,,their,PRP$,O
sentence286,,respective,JJ,O
sentence286,,hands,NNS,O
sentence286,,and,CC,O
sentence286,,seals,NNS,O
sentence286,,to,TO,O
sentence286,,the,DT,O
sentence286,,day,NN,O
sentence287,sentence287,month,NN,O
sentence287,,and,CC,O
sentence287,,year,NN,O
sentence287,,first,RB,O
sentence287,,above,IN,O
sentence287,,written,VBN,O
sentence288,sentence288,SIGNED,NNP,O
sentence288,,SEALED,NNP,O
sentence288,,AND,NNP,O
sentence288,,DELIVERED,NNP,O
sentence288,,IN,NNP,O
sentence288,,PRESENCE,NNP,O
sentence288,,OF,NNP,O
sentence288,,WITNESSES,NNP,O
sentence289,sentence289,1,CD,O
sentence290,sentence290,SIGNATURE,NNP,O
sentence290,,OF,IN,O
sentence290,,THE,NNP,O
sentence290,,LESSOR,NNP,O
sentence290,,OR,NNP,O
sentence290,,POA,NNP,O
sentence290,,Agent,NNP,O
sentence291,sentence291,SIGNATURE,NNP,O
sentence291,,OF,IN,O
sentence291,,THE,NNP,O
sentence291,,AUTHORISED,NNP,O
sentence291,,SIGNATORY,NNP,O
sentence291,,OF,IN,O
sentence291,,THE,NNP,O
sentence291,,LESSEE,NNP,O
sentence292,sentence292,Fixtures,NNP,O
sentence292,,List,NNP,O
sentence293,sentence293,a,DT,O
sentence293,,Fans,NNP,O
sentence293,,tb,NN,O
sentence293,,Geysers,NNP,O
sentence293,,tc,VBD,O
sentence293,,Tube,NNP,O
sentence293,,Lights,NNP,O
sentence293,,td,NN,O
sentence293,,Exhaust,NNP,O
sentence293,,Fan,NNP,O
sentence294,sentence294,e,VBZ,O
sentence294,,Other,JJ,O
sentence295,sentence295,RENTAL,NNP,O
sentence295,,AGREEMENT,NNP,O
sentence296,sentence296,THIS,NNP,O
sentence296,,DEED,NNP,O
sentence296,,OF,NNP,O
sentence296,,RENTAL,NNP,O
sentence296,,AGREEMENT,NNP,O
sentence296,,executed,VBD,O
sentence296,,at,IN,O
sentence296,,Chennai,NNP,O
sentence296,,this,DT,O
sentence296,,19th,CD,O
sentence296,,day,NN,O
sentence296,,of,IN,O
sentence296,,August,NNP,O
sentence296,,2013,CD,O
sentence296,,between,IN,O
sentence297,sentence297,Mrs,NNP,B-partyone
sentence297,,M,NNP,I-partyone
sentence297,,Geetha,NNP,I-partyone
sentence297,,W,NNP,O
sentence297,,o,MD,O
sentence297,,V,NNP,O
sentence297,,Manoharan,NNP,O
sentence297,,aged,VBD,O
sentence297,,about,IN,O
sentence297,,53,CD,O
sentence297,,years,NNS,O
sentence297,,residing,VBG,O
sentence297,,at,IN,O
sentence297,,No,DT,O
sentence297,,62,CD,O
sentence297,,D,NNP,O
sentence297,,Saravana,NNP,O
sentence297,,Flats,NNP,O
sentence297,,1st,CD,O
sentence297,,Floor,NNP,O
sentence297,,Pinagapani,NNP,O
sentence297,,Street,NNP,O
sentence297,,Devaki,NNP,O
sentence297,,Nagar,NNP,O
sentence297,,Kundrathur,NNP,O
sentence297,,Chennai,NNP,O
sentence297,,600,CD,O
sentence297,,69,CD,O
sentence297,,Hereinafter,NNP,O
sentence297,,called,VBD,O
sentence297,,the,DT,O
sentence297,,owner,NN,O
sentence297,,Which,NNP,O
sentence297,,expression,NN,O
sentence297,,shall,MD,O
sentence297,,wherever,VB,O
sentence297,,the,DT,O
sentence297,,context,NN,O
sentence297,,so,RB,O
sentence297,,requires,VBZ,O
sentence297,,be,VB,O
sentence297,,deemed,VBN,O
sentence297,,to,TO,O
sentence297,,mean,VB,O
sentence297,,and,CC,O
sentence297,,include,VB,O
sentence297,,her,PRP$,O
sentence297,,legal,JJ,O
sentence297,,heirs,NN,O
sentence297,,executors,NNS,O
sentence297,,administrators,NNS,O
sentence297,,and,CC,O
sentence297,,assignees,NNS,O
sentence297,,of,IN,O
sentence297,,the,DT,O
sentence297,,one,CD,O
sentence297,,part,NN,O
sentence298,sentence298,AND,CC,O
sentence299,sentence299,To,TO,O
sentence299,,and,CC,O
sentence299,,in,IN,O
sentence299,,favour,NN,O
sentence299,,of,IN,O
sentence299,,M,NNP,O
sentence299,,s,NN,O
sentence299,,Siruvani,NNP,O
sentence299,,Traders,NNP,O
sentence299,,Private,NNP,O
sentence299,,Limited,NNP,O
sentence299,,Represented,VBN,O
sentence299,,by,IN,O
sentence299,,Mr,NNP,B-partytwo
sentence299,,J,NNP,I-partytwo
sentence299,,L,NNP,I-partytwo
sentence299,,Saravana,NNP,I-partytwo
sentence299,,aged,VBD,O
sentence299,,about,IN,O
sentence299,,33,CD,O
sentence299,,years,NNS,O
sentence299,,S,NNP,O
sentence299,,o,VBD,O
sentence299,,M,NNP,O
sentence299,,S,NNP,O
sentence299,,Jambulingam,NNP,O
sentence299,,residing,VBG,O
sentence299,,at,IN,O
sentence299,,No,NNP,O
sentence299,,13,CD,O
sentence299,,5,CD,O
sentence299,,Janakiraman,NNP,O
sentence299,,Street,NNP,O
sentence299,,Muthurangam,NNP,O
sentence299,,Block,NNP,O
sentence299,,Jafferkhanpet,NNP,O
sentence299,,Ashok,NNP,O
sentence299,,Nagar,NNP,O
sentence299,,Chennai,NNP,O
sentence299,,600,CD,O
sentence299,,83,CD,O
sentence299,,hereinafter,NN,O
sentence299,,called,VBD,O
sentence299,,the,DT,O
sentence299,,tenant,NN,O
sentence299,,which,WDT,O
sentence299,,expression,NN,O
sentence299,,shall,MD,O
sentence299,,wherever,VB,O
sentence299,,the,DT,O
sentence299,,context,NN,O
sentence299,,so,RB,O
sentence299,,requires,VBZ,O
sentence299,,be,VB,O
sentence299,,deemed,VBN,O
sentence299,,to,TO,O
sentence299,,mean,VB,O
sentence299,,and,CC,O
sentence299,,include,VB,O
sentence299,,his,PRP$,O
sentence299,,successors,NNS,O
sentence299,,in,IN,O
sentence299,,interest,NN,O
sentence299,,and,CC,O
sentence299,,assignees,NNS,O
sentence299,,of,IN,O
sentence299,,the,DT,O
sentence299,,other,JJ,O
sentence299,,part,NN,O
sentence299,,witnesses,NNS,O
sentence299,,as,IN,O
sentence299,,follows,VBZ,O
sentence300,sentence300,2,CD,O
sentence301,sentence301,Whereas,NNP,O
sentence301,,Mrs,NNP,O
sentence301,,M,NNP,O
sentence301,,Geetha,NNP,O
sentence301,,is,VBZ,O
sentence301,,the,DT,O
sentence301,,absolute,JJ,O
sentence301,,owner,NN,O
sentence301,,of,IN,O
sentence301,,the,DT,O
sentence301,,property,NN,O
sentence301,,at,IN,O
sentence301,,No,DT,O
sentence301,,62,CD,O
sentence301,,D,NNP,O
sentence301,,Saravana,NNP,O
sentence301,,Flats,NNP,O
sentence301,,1st,CD,O
sentence301,,Floor,NNP,O
sentence301,,Pinagapani,NNP,O
sentence301,,Street,NNP,O
sentence301,,Devaki,NNP,O
sentence301,,Nagar,NNP,O
sentence301,,Kundrathur,NNP,O
sentence301,,Chennai,NNP,O
sentence301,,600,CD,O
sentence301,,69,CD,O
sentence301,,measuring,VBG,O
sentence301,,250,CD,O
sentence301,,sq,JJ,O
sentence301,,ft,NN,O
sentence301,,and,CC,O
sentence301,,in,IN,O
sentence301,,possession,NN,O
sentence301,,and,CC,O
sentence301,,enjoyment,NN,O
sentence301,,of,IN,O
sentence301,,the,DT,O
sentence301,,same,JJ,O
sentence302,sentence302,Whereas,NNP,O
sentence302,,the,DT,O
sentence302,,tenant,NN,O
sentence302,,has,VBZ,O
sentence302,,approached,VBN,O
sentence302,,the,DT,O
sentence302,,owner,NN,O
sentence302,,to,TO,O
sentence302,,take,VB,O
sentence302,,on,IN,O
sentence302,,rent,NN,O
sentence302,,the,DT,O
sentence302,,First,NNP,O
sentence302,,Floor,NNP,O
sentence302,,premises,NNS,O
sentence302,,of,IN,O
sentence302,,the,DT,O
sentence302,,building,NN,O
sentence302,,referred,VBD,O
sentence302,,in,IN,O
sentence302,,the,DT,O
sentence302,,schedule,NN,O
sentence302,,hereunder,NN,O
sentence302,,for,IN,O
sentence302,,running,VBG,O
sentence302,,their,PRP$,O
sentence302,,business,NN,O
sentence302,,activities,NNS,O
sentence302,,and,CC,O
sentence302,,the,DT,O
sentence302,,owner,NN,O
sentence302,,has,VBZ,O
sentence302,,also,RB,O
sentence302,,agreed,VBN,O
sentence302,,for,IN,O
sentence302,,the,DT,O
sentence302,,same,JJ,O
sentence303,sentence303,WHEREAS,NNP,O
sentence303,,the,DT,O
sentence303,,parties,NNS,O
sentence303,,herein,VBP,O
sentence303,,mentioned,VBN,O
sentence303,,felt,VBD,O
sentence303,,expedient,JJ,O
sentence303,,to,TO,O
sentence303,,reduce,VB,O
sentence303,,the,DT,O
sentence303,,terms,NNS,O
sentence303,,and,CC,O
sentence303,,conditions,NNS,O
sentence303,,of,IN,O
sentence303,,the,DT,O
sentence303,,rental,JJ,O
sentence303,,agreement,NN,O
sentence303,,into,IN,O
sentence303,,writing,VBG,O
sentence304,sentence304,THIS,NNP,O
sentence304,,RENTAL,NNP,O
sentence304,,AGREEMENT,NNP,O
sentence304,,WITNESSETH,NNP,O
sentence304,,AS,NNP,O
sentence304,,FOLLOWS,NNP,O
sentence305,sentence305,That,IN,O
sentence305,,in,IN,O
sentence305,,pursuance,NN,O
sentence305,,of,IN,O
sentence305,,the,DT,O
sentence305,,above,NN,O
sentence305,,said,VBD,O
sentence305,,offer,NN,O
sentence305,,and,CC,O
sentence305,,acceptance,NN,O
sentence305,,and,CC,O
sentence305,,in,IN,O
sentence305,,consideration,NN,O
sentence305,,of,IN,O
sentence305,,a,DT,O
sentence305,,monthly,JJ,O
sentence305,,rent,NN,O
sentence305,,of,IN,O
sentence305,,Rs,NNP,O
sentence305,,2500,CD,O
sentence305,,herein,NN,O
sentence305,,mentioned,VBD,O
sentence305,,the,DT,O
sentence305,,owner,NN,O
sentence305,,hereby,NN,O
sentence305,,lets,VBZ,O
sentence305,,out,RP,O
sentence305,,the,DT,O
sentence305,,First,JJ,O
sentence305,,Floor,NNP,O
sentence305,,of,IN,O
sentence305,,the,DT,O
sentence305,,building,NN,O
sentence305,,bearing,NN,O
sentence305,,No,NNP,O
sentence305,,62,NNP,O
sentence305,,D,NNP,O
sentence305,,Saravana,NNP,O
sentence305,,Flats,NNP,O
sentence305,,1st,CD,O
sentence305,,Floor,NNP,O
sentence305,,Pinagapani,NNP,O
sentence305,,Street,NNP,O
sentence305,,Devaki,NNP,O
sentence305,,Nagar,NNP,O
sentence305,,Kundrathur,NNP,O
sentence305,,Chennai,NNP,O
sentence305,,600,CD,O
sentence305,,69,CD,O
sentence305,,subject,NN,O
sentence305,,to,TO,O
sentence305,,the,DT,O
sentence305,,terms,NNS,O
sentence305,,conditions,NNS,O
sentence305,,and,CC,O
sentence305,,convenants,NNS,O
sentence305,,specified,VBN,O
sentence305,,hereunder,NN,O
sentence306,sentence306,This,DT,O
sentence306,,Rental,JJ,O
sentence306,,Agreement,NNP,O
sentence306,,shall,MD,O
sentence306,,be,VB,O
sentence306,,for,IN,O
sentence306,,a,DT,O
sentence306,,period,NN,O
sentence306,,of,IN,O
sentence306,,11,CD,B-end
sentence306,,Months,NNS,I-end
sentence306,,commencing,VBG,O
sentence306,,from,IN,O
sentence306,,August,NNP,B-startdate
sentence306,,2014,CD,I-startdate
sentence307,sentence307,The,DT,O
sentence307,,agreed,JJ,O
sentence307,,rent,NN,O
sentence307,,of,IN,O
sentence307,,Rs,NNP,O
sentence307,,2500,CD,O
sentence307,,has,VBZ,O
sentence307,,to,TO,O
sentence307,,be,VB,O
sentence307,,paid,VBN,O
sentence307,,on,IN,O
sentence307,,or,CC,O
sentence307,,before,IN,O
sentence307,,5th,CD,O
sentence307,,of,IN,O
sentence307,,every,DT,O
sentence307,,month,NN,O
sentence308,sentence308,While,IN,O
sentence308,,the,DT,O
sentence308,,owner,NN,O
sentence308,,shall,MD,O
sentence308,,bear,VB,O
sentence308,,the,DT,O
sentence308,,property,NN,O
sentence308,,tax,NN,O
sentence308,,water,NN,O
sentence308,,tax,NN,O
sentence308,,in,IN,O
sentence308,,respect,NN,O
sentence308,,of,IN,O
sentence308,,the,DT,O
sentence308,,Rented,NNP,O
sentence308,,Flat,NNP,O
sentence308,,the,DT,O
sentence308,,tenant,NN,O
sentence308,,shall,MD,O
sentence308,,bear,VB,O
sentence308,,Electricity,NNP,O
sentence308,,Maintenance,NNP,O
sentence308,,and,CC,O
sentence308,,Water,NNP,O
sentence308,,Charges,NNP,O
sentence309,sentence309,The,DT,O
sentence309,,tenant,NN,O
sentence309,,shall,MD,O
sentence309,,use,VB,O
sentence309,,the,DT,O
sentence309,,schedule,NN,O
sentence309,,property,NN,O
sentence309,,only,RB,O
sentence309,,for,IN,O
sentence309,,the,DT,O
sentence309,,Office,NNP,O
sentence309,,use,NN,O
sentence310,sentence310,The,DT,O
sentence310,,tenant,NN,O
sentence310,,hereby,NN,O
sentence310,,covenants,NNS,O
sentence310,,with,IN,O
sentence310,,the,DT,O
sentence310,,owner,NN,O
sentence310,,and,CC,O
sentence310,,assures,NNS,O
sentence310,,here,RB,O
sentence310,,that,IN,O
sentence311,sentence311,They,PRP,O
sentence311,,will,MD,O
sentence311,,keep,VB,O
sentence311,,the,DT,O
sentence311,,flat,JJ,O
sentence311,,in,IN,O
sentence311,,a,DT,O
sentence311,,neat,NN,O
sentence311,,and,CC,O
sentence311,,tenantable,JJ,O
sentence311,,condition,NN,O
sentence312,sentence312,They,PRP,O
sentence312,,will,MD,O
sentence312,,not,RB,O
sentence312,,carry,VB,O
sentence312,,out,RP,O
sentence312,,any,DT,O
sentence312,,structural,JJ,O
sentence312,,alternation,NN,O
sentence312,,to,TO,O
sentence312,,the,DT,O
sentence312,,flat,NN,O
sentence312,,leased,VBN,O
sentence312,,out,IN,O
sentence313,sentence313,They,PRP,O
sentence313,,will,MD,O
sentence313,,not,RB,O
sentence313,,cause,VB,O
sentence313,,any,DT,O
sentence313,,nuisance,NN,O
sentence313,,either,DT,O
sentence313,,to,TO,O
sentence313,,the,DT,O
sentence313,,owner,NN,O
sentence313,,or,CC,O
sentence313,,to,TO,O
sentence313,,the,DT,O
sentence313,,other,JJ,O
sentence313,,occupants,NNS,O
sentence313,,in,IN,O
sentence313,,the,DT,O
sentence313,,building,NN,O
sentence313,,neighbors,NNS,O
sentence314,sentence314,On,IN,O
sentence314,,the,DT,O
sentence314,,expiry,NN,O
sentence314,,of,IN,O
sentence314,,the,DT,O
sentence314,,lease,NN,O
sentence314,,he,PRP,O
sentence314,,will,MD,O
sentence314,,peacefully,RB,O
sentence314,,surrender,VB,O
sentence314,,vacant,JJ,O
sentence314,,possession,NN,O
sentence314,,of,IN,O
sentence314,,the,DT,O
sentence314,,schedule,NN,O
sentence314,,property,NN,O
sentence314,,to,TO,O
sentence314,,the,DT,O
sentence314,,owner,NN,O
sentence315,sentence315,The,DT,O
sentence315,,tenant,NN,O
sentence315,,shall,MD,O
sentence315,,not,RB,O
sentence315,,sub,VB,O
sentence315,,lease,NN,O
sentence315,,Sub,NNP,O
sentence315,,let,VBD,O
sentence315,,the,DT,O
sentence315,,flat,JJ,O
sentence315,,leased,VBN,O
sentence315,,out,RP,O
sentence315,,to,TO,O
sentence315,,them,PRP,O
sentence315,,to,TO,O
sentence315,,anyone,NN,O
sentence316,sentence316,Notwithstanding,NNP,O
sentence316,,anything,NN,O
sentence316,,contained,VBD,O
sentence316,,herein,NN,O
sentence316,,either,CC,O
sentence316,,party,NN,O
sentence316,,can,MD,O
sentence316,,terminate,VB,O
sentence316,,this,DT,O
sentence316,,lease,NN,O
sentence316,,by,IN,O
sentence316,,serving,VBG,O
sentence316,,the,DT,O
sentence316,,other,JJ,O
sentence316,,party,NN,O
sentence316,,a,DT,O
sentence316,,notice,NN,O
sentence316,,in,IN,O
sentence316,,writing,VBG,O
sentence316,,4,CD,B-notice
sentence316,,months,NNS,I-notice
sentence316,,in,IN,O
sentence316,,advance,NN,O
sentence317,sentence317,The,DT,O
sentence317,,tenant,JJ,O
sentence317,,shall,MD,O
sentence317,,permit,VB,O
sentence317,,the,DT,O
sentence317,,owner,NN,O
sentence317,,or,CC,O
sentence317,,her,PRP$,O
sentence317,,agents,NNS,O
sentence317,,to,TO,O
sentence317,,inspect,VB,O
sentence317,,the,DT,O
sentence317,,flat,NN,O
sentence317,,leased,VBN,O
sentence317,,out,RP,O
sentence317,,at,IN,O
sentence317,,all,DT,O
sentence317,,reasonable,JJ,O
sentence317,,time,NN,O
sentence317,,to,TO,O
sentence317,,see,VB,O
